7.3569 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
15.0657 	EXP 	grating_S1_T5: phase = 0.5
15.0822 	EXP 	grating_S1_T5: phase = 0.5
15.0988 	EXP 	grating_S1_T5: phase = 0.5
15.1154 	EXP 	grating_S1_T5: phase = 0.5
15.1320 	EXP 	grating_S1_T5: phase = 0.5
15.1488 	EXP 	grating_S1_T5: phase = 0.5
15.1655 	EXP 	grating_S1_T5: phase = 0.5
15.1822 	EXP 	grating_S1_T5: phase = 0.5
15.1988 	EXP 	grating_S1_T5: phase = 0.5
15.2159 	EXP 	grating_S1_T5: phase = 0.5
15.2328 	EXP 	grating_S1_T5: phase = 0.5
15.2496 	EXP 	grating_S1_T5: phase = 0.5
15.2668 	EXP 	grating_S1_T5: phase = 0.5
15.2823 	EXP 	grating_S1_T5: phase = 0.5
15.2994 	EXP 	grating_S1_T5: phase = 0.5
15.3158 	EXP 	grating_S1_T5: phase = 0.5
15.3328 	EXP 	grating_S1_T5: phase = 0.0
15.3487 	EXP 	grating_S1_T5: phase = 0.0
15.3662 	EXP 	grating_S1_T5: phase = 0.0
15.3823 	EXP 	grating_S1_T5: phase = 0.0
15.3992 	EXP 	grating_S1_T5: phase = 0.0
15.4162 	EXP 	grating_S1_T5: phase = 0.0
15.4327 	EXP 	grating_S1_T5: phase = 0.0
15.4494 	EXP 	grating_S1_T5: phase = 0.0
15.4657 	EXP 	grating_S1_T5: phase = 0.0
15.4832 	EXP 	grating_S1_T5: phase = 0.0
15.4990 	EXP 	grating_S1_T5: phase = 0.0
15.5157 	EXP 	grating_S1_T5: phase = 0.0
15.5324 	EXP 	grating_S1_T5: phase = 0.0
15.5497 	EXP 	grating_S1_T5: phase = 0.0
15.5653 	EXP 	grating_S1_T5: phase = 0.0
15.5844 	EXP 	grating_S1_T5: phase = 0.0
15.5989 	EXP 	grating_S1_T5: phase = 0.0
15.6154 	EXP 	grating_S1_T5: phase = 0.0
15.6330 	EXP 	grating_S1_T5: phase = 0.0
15.6493 	EXP 	grating_S1_T5: phase = 0.0
15.6660 	EXP 	grating_S1_T5: phase = 0.0
15.6827 	EXP 	grating_S1_T5: phase = 0.0
15.6993 	EXP 	grating_S1_T5: phase = 0.0
15.7160 	EXP 	grating_S1_T5: phase = 0.0
15.7319 	EXP 	grating_S1_T5: phase = 0.0
15.7494 	EXP 	grating_S1_T5: phase = 0.0
15.7661 	EXP 	grating_S1_T5: phase = 0.0
15.7830 	EXP 	grating_S1_T5: phase = 0.0
15.7987 	EXP 	grating_S1_T5: phase = 0.0
15.8157 	EXP 	grating_S1_T5: phase = 0.0
15.8329 	EXP 	grating_S1_T5: phase = 0.5
15.8496 	EXP 	grating_S1_T5: phase = 0.5
15.8664 	EXP 	grating_S1_T5: phase = 0.5
15.8818 	EXP 	grating_S1_T5: phase = 0.5
15.9018 	EXP 	grating_S1_T5: phase = 0.5
15.9164 	EXP 	grating_S1_T5: phase = 0.5
15.9328 	EXP 	grating_S1_T5: phase = 0.5
15.9494 	EXP 	grating_S1_T5: phase = 0.5
15.9654 	EXP 	grating_S1_T5: phase = 0.5
15.9826 	EXP 	grating_S1_T5: phase = 0.5
15.9988 	EXP 	grating_S1_T5: phase = 0.5
16.0156 	EXP 	grating_S1_T5: phase = 0.5
16.0329 	EXP 	grating_S1_T5: phase = 0.5
16.0494 	EXP 	grating_S1_T5: phase = 0.5
16.0664 	EXP 	grating_S1_T5: phase = 0.5
16.0830 	EXP 	grating_S1_T5: phase = 0.5
16.0998 	EXP 	grating_S1_T5: phase = 0.5
16.1160 	EXP 	grating_S1_T5: phase = 0.5
16.1324 	EXP 	grating_S1_T5: phase = 0.5
16.1496 	EXP 	grating_S1_T5: phase = 0.5
16.1660 	EXP 	grating_S1_T5: phase = 0.5
16.1828 	EXP 	grating_S1_T5: phase = 0.5
16.1997 	EXP 	grating_S1_T5: phase = 0.5
